0.018694,0.017649,0.022562,0.015524,0.026156,0.009311,0.010115,0.027703,0.007306,0.014379,0.040961,0.021518,0.076342,0.089485,0.032854,0.016310,0.017751,0.041511,0.002614,0.095958,0.037558,0.022261,0.099717,0.024355,0.049146,0.018919,0.102481,0.040858
0.018703,0.017659,0.022571,0.015532,0.026163,0.009319,0.010123,0.027708,0.007312,0.014387,0.040963,0.021527,0.076327,0.089459,0.032859,0.016319,0.017760,0.041514,0.002618,0.095927,0.037563,0.022270,0.099680,0.024363,0.049145,0.018929,0.102444,0.040860
0.018694,0.017650,0.022563,0.015524,0.026156,0.009311,0.010116,0.027703,0.007306,0.014379,0.040961,0.021518,0.076341,0.089484,0.032854,0.016311,0.017752,0.041511,0.002614,0.095958,0.037558,0.022261,0.099716,0.024355,0.049146,0.018920,0.102481,0.040858
0.018509,0.017467,0.022382,0.015359,0.026006,0.009160,0.009962,0.027597,0.007177,0.014212,0.040900,0.021327,0.076686,0.090027,0.032742,0.016133,0.017582,0.041454,0.002542,0.096620,0.037461,0.022077,0.100460,0.024189,0.049149,0.018729,0.103285,0.040806
0.018703,0.017659,0.022571,0.015532,0.026163,0.009319,0.010123,0.027708,0.007312,0.014387,0.040963,0.021527,0.076327,0.089459,0.032859,0.016319,0.017760,0.041514,0.002618,0.095927,0.037563,0.022270,0.099680,0.024363,0.049145,0.018929,0.102444,0.040860
0.018703,0.017659,0.022571,0.015532,0.026163,0.009319,0.010123,0.027708,0.007312,0.014387,0.040963,0.021527,0.076327,0.089459,0.032859,0.016319,0.017760,0.041514,0.002618,0.095927,0.037563,0.022270,0.099680,0.024363,0.049145,0.018929,0.102444,0.040860
0.018697,0.017652,0.022565,0.015527,0.026158,0.009313,0.010118,0.027704,0.007308,0.014381,0.040960,0.021520,0.076338,0.089478,0.032854,0.016313,0.017754,0.041512,0.002615,0.095950,0.037560,0.022263,0.099705,0.024357,0.049146,0.018922,0.102471,0.040858
0.018697,0.017653,0.022565,0.015527,0.026158,0.009314,0.010118,0.027705,0.007308,0.014382,0.040962,0.021521,0.076338,0.089476,0.032855,0.016314,0.017754,0.041513,0.002615,0.095946,0.037560,0.022264,0.099705,0.024357,0.049145,0.018923,0.102469,0.040858
0.018426,0.017384,0.022292,0.015284,0.025927,0.009094,0.009896,0.027535,0.007118,0.014127,0.040852,0.021234,0.076865,0.090292,0.032670,0.016054,0.017499,0.041430,0.002508,0.096957,0.037433,0.021991,0.100797,0.024112,0.049151,0.018643,0.103660,0.040769
0.018324,0.017289,0.022191,0.015188,0.025845,0.009012,0.009807,0.027465,0.007045,0.014033,0.040818,0.021128,0.077075,0.090606,0.032609,0.015957,0.017403,0.041399,0.002468,0.097320,0.037371,0.021884,0.101216,0.024016,0.049129,0.018538,0.104124,0.040740
0.018703,0.017659,0.022571,0.015532,0.026163,0.009319,0.010123,0.027708,0.007312,0.014387,0.040963,0.021527,0.076327,0.089459,0.032859,0.016319,0.017760,0.041514,0.002618,0.095927,0.037563,0.022270,0.099680,0.024363,0.049145,0.018929,0.102444,0.040860
0.018665,0.017619,0.022534,0.015498,0.026132,0.009287,0.010092,0.027685,0.007286,0.014352,0.040949,0.021487,0.076396,0.089574,0.032834,0.016282,0.017724,0.041501,0.002602,0.096071,0.037543,0.022230,0.099831,0.024328,0.049151,0.018890,0.102609,0.040849
0.018648,0.017603,0.022519,0.015483,0.026118,0.009274,0.010078,0.027676,0.007274,0.014338,0.040945,0.021471,0.076426,0.089621,0.032825,0.016266,0.017709,0.041496,0.002596,0.096128,0.037533,0.022214,0.099898,0.024313,0.049151,0.018873,0.102680,0.040844
0.018696,0.017652,0.022564,0.015525,0.026157,0.009313,0.010116,0.027703,0.007307,0.014381,0.040961,0.021520,0.076341,0.089481,0.032855,0.016312,0.017753,0.041512,0.002615,0.095952,0.037558,0.022262,0.099710,0.024356,0.049144,0.018921,0.102475,0.040858
0.018697,0.017653,0.022565,0.015527,0.026158,0.009314,0.010118,0.027705,0.007308,0.014382,0.040962,0.021521,0.076338,0.089476,0.032855,0.016314,0.017754,0.041513,0.002615,0.095946,0.037560,0.022264,0.099705,0.024357,0.049145,0.018923,0.102469,0.040858
0.018555,0.017510,0.022427,0.015400,0.026040,0.009198,0.010002,0.027619,0.007210,0.014251,0.040908,0.021372,0.076603,0.089901,0.032762,0.016177,0.017620,0.041469,0.002559,0.096474,0.037490,0.022120,0.100271,0.024227,0.049157,0.018777,0.103084,0.040814
0.018486,0.017441,0.022358,0.015339,0.025984,0.009141,0.009946,0.027585,0.007162,0.014189,0.040887,0.021302,0.076727,0.090094,0.032722,0.016111,0.017559,0.041447,0.002533,0.096714,0.037456,0.022056,0.100553,0.024168,0.049160,0.018705,0.103380,0.040795
0.018630,0.017585,0.022500,0.015468,0.026103,0.009259,0.010064,0.027668,0.007262,0.014321,0.040939,0.021452,0.076458,0.089668,0.032814,0.016249,0.017694,0.041491,0.002589,0.096190,0.037527,0.022199,0.099971,0.024299,0.049152,0.018854,0.102755,0.040839
0.018703,0.017659,0.022571,0.015532,0.026163,0.009319,0.010123,0.027708,0.007312,0.014387,0.040963,0.021527,0.076327,0.089459,0.032859,0.016319,0.017760,0.041514,0.002618,0.095927,0.037563,0.022270,0.099680,0.024363,0.049145,0.018929,0.102444,0.040860
0.018690,0.017646,0.022558,0.015521,0.026153,0.009308,0.010112,0.027701,0.007303,0.014376,0.040959,0.021514,0.076349,0.089496,0.032851,0.016307,0.017748,0.041510,0.002613,0.095972,0.037556,0.022257,0.099733,0.024351,0.049146,0.018915,0.102499,0.040856
0.018669,0.017625,0.022538,0.015502,0.026136,0.009291,0.010094,0.027686,0.007288,0.014356,0.040951,0.021492,0.076392,0.089562,0.032838,0.016286,0.017728,0.041502,0.002604,0.096053,0.037543,0.022234,0.099814,0.024332,0.049145,0.018894,0.102594,0.040851
0.018685,0.017640,0.022553,0.015516,0.026148,0.009303,0.010108,0.027698,0.007299,0.014371,0.040957,0.021508,0.076360,0.089513,0.032847,0.016301,0.017743,0.041508,0.002610,0.095994,0.037553,0.022251,0.099754,0.024346,0.049147,0.018910,0.102523,0.040855
0.018703,0.017659,0.022571,0.015532,0.026163,0.009319,0.010123,0.027708,0.007312,0.014387,0.040963,0.021527,0.076327,0.089459,0.032859,0.016319,0.017760,0.041514,0.002618,0.095927,0.037563,0.022270,0.099680,0.024363,0.049145,0.018929,0.102444,0.040860
